,author,statement,date,source,target
625,Ciara O'Rourke,Images show Sean Combs’ booking photos after Sept. 16 arrest.,"18, September 2024",Threads posts,false
626,Maria Ramirez,"“Kamala Harris has promised amnesty for the 10 million illegals she allowed in as border czar, making them eligible for Social Security. Studies warn this will lead to cuts in your Social Security benefits.""","September • 18,",Donald Trump,false
627,Louis Jacobson,Vice President Kamala Harris is “talking about bringing back the draft.”,"18, September 2024",Donald Trump,pants-fire
628,Sofia Ahmed,"""ABC elimina a los moderadores del debate David Muir y Linsey Davis"".","18, September 2024",Facebook posts,pants-fire
629,Sofia Ahmed,"Este es “vídeo de una inmigrante haitiana que asesinó y se comió al gato de sus vecinos” en Springfield, Ohio.","18, September 2024",X posts,pants-fire
630,Jeff Cercone,CDC warns a third of adults may die from dangerous bacteria in ramen noodles.,"18, September 2024",Instagram posts,false
631,Ciara O'Rourke,“Donald Trump posted this photo of Taylor Swift saying that she was crying because she lost over $150 million worth of merchandise.”,"18, September 2024",Threads posts,false
632,Sara Swann,“Coca-Cola cuts ties with Taylor Swift over (Kamala) Harris endorsement.”,"18, September 2024",Social Media,false
633,Sofia Ahmed,“Taylor Swift forced to cancel Eras Tour dates following endorsement backlash.”,"18, September 2024",Facebook posts,false
634,Ciara O'Rourke,"Says Rep. Marjorie Taylor Greene said, “Who else thinks the downfall of America started with Barack Obama?”","17, September 2024",Viral image,false
635,Paul Specht,"“On (Josh) Stein’s watch, rapes in North Carolina are up 53%.”","17, September 2024",Republican Governors Association,barely-true
636,Paul Specht,The plus in LGBTQ+ includes pedophilia.,"17, September 2024",Michele Morrow,pants-fire
637,Ciara O'Rourke,"The FBI said it would “visit” Elon Musk for writing on X,  “No one is even trying to assassinate Biden/Kamala.”","17, September 2024",Viral image,false
638,Hope Karnopp,"""Typically you have three to four debates in a U.S. Senate race. (Sen. Tammy Baldwin, D-Wis. has) given me one debate, almost a month after early voting has started.""","17, September 2024",Eric Hovde,mostly-true
639,Louis Jacobson,The “‘Inflation Reduction Act’ increased inflation and drove prices sky high!”,"17, September 2024",Tim Sheehy,false
640,Samantha Putterman,"“In Project 2025, you’re going to have to register with a new federal agency when you get pregnant.”","17, September 2024",Tim Walz,false
641,Marta Campabadal,"""Maduro llega a Rusia para pedir ayuda armamentista ante las relaciones negativas con los países americanos"".","September • 16,",Instagram posts,false
642,Ciara O'Rourke,Former President Donald Trump posted “0-2” Sept. 15 on Truth Social.,"16, September 2024",Facebook posts,false
643,Sofia Ahmed,Ryan Routh appeared in a Blackrock commercial.,"16, September 2024",X posts,false
644,Sara Swann,"The apparent assassination attempt against former President Donald Trump on Sept. 15, 2024, was “staged.”","16, September 2024",X posts,pants-fire
645,D.L. Davis,“The most recent State Budget increased funding for the Department of Tourism by 98 percent.”,"16, September 2024",Robert  Cowles,true
646,Madison Czopek,"“ABC lost $27M in ad revenue after advertisers pulled ads from the network after the way they hosted the debate"" on Sept. 10.","15, September 2024",Threads posts,pants-fire
647,Andy Nguyen,Photos that show lists of school names are “school shooting lists.”,"15, September 2024",Facebook posts,false
648,Sofia Ahmed,A video shows a body that Israel embedded with a bomb exploding during a Palestinian funeral procession.,"13, September 2024",Instagram posts,false
649,Gideon Hess,“ESPN has fired Shannon Sharpe.”,"13, September 2024",Facebook posts,false
650,Madison Czopek,An image shows Travis Kelce responding to Elon Musk X post that followed Taylor Swift’s endorsement of Vice President Kamala Harris.,"13, September 2024",Threads posts,false
651,Loreben Tuquero,Former President Donald Trump admitted during the Sept. 10 presidential debate that he “blew up the Nord Stream pipeline.”,"13, September 2024",Instagram posts,pants-fire
652,Jeff Cercone,"Patron, Don Julio and Pink Whitney tequila recalled because they contained fecal matter.","13, September 2024",Facebook posts,false
653,Caleb McCullough,Mike Rogers supported “laws that could eliminate IVF and birth control.”,"13, September 2024",Elissa Slotkin,half-true
654,Jeff Cercone,"""Debate moderators made the false claim to Donald Trump that there is nowhere in the United States where abortion is legal up until birth.""","13, September 2024",Instagram posts,false
655,Sofia Ahmed,ABC News fired presidential debate moderators David Muir and Linsey Davis.,"13, September 2024",Facebook posts,pants-fire
656,Samantha Putterman,Florida’s six-week abortion law has “no real exceptions. Not for her health. Not even for rape.”,"13, September 2024",Yes on 4,barely-true
657,Maria Briceño,Imagen muestra carnet del Partido Comunista de la vicepresidenta Kamala Harris.,"13, September 2024",Facebook posts,pants-fire
658,Caleb McCullough,Proposed Nevada constitutional amendment to protect abortion rights would put “essentially no limit on access to abortion.”,"13, September 2024",Sam Brown,false
659,Louis Jacobson,"Tim Sheehy “would let politicians like him ban abortion, with no exceptions for rape or to save a woman’s life, and criminalize women.”","12, September 2024",Jon Tester,barely-true
660,Ciara O'Rourke,"“Elon Musk is going to expose Bill Gates soon, says ‘he’s evil.’”","12, September 2024",Viral image,false
661,Ciara O'Rourke,"“Gordon Ramsay calls Tim Walz a ‘woke creep,’ throws him out of Hell’s Kitchen.”","12, September 2024",Facebook posts,false
662,Marta Campabadal,"""ÚLTIMA HORA Río Nilo se pinta de rojo sangre"".","September • 12,",Facebook posts,false
663,Ciara O'Rourke,Photo shows Elton John wearing a “MAGA” jacket.,"12, September 2024",Viral image,false
664,Kwasi Gyamfi,The Minnesota Vikings have denounced Tim Walz: “We don’t suppᴏrt his values.”,"September • 12,",Facebook posts,pants-fire
665,Sofia Ahmed,"Immigrants get $2,000 each time they cross the border illegally.","12, September 2024",Instagram posts,false
666,Ciara O'Rourke,Video shows tornadoes in Canada.,"12, September 2024",Viral image,false
667,Ciara O'Rourke,Video shows a Ku Klux Klan member at a rally for former President Donald Trump.,"12, September 2024",Instagram posts,false
668,Ciara O'Rourke,"Elon Musk said, “Anyone caught promoting propaganda will be suspended from X.”","12, September 2024",Viral image,false
669,Sofia Ahmed,"A Haitian woman was arrested in Springfield, Ohio, for eating a cat.","12, September 2024",Instagram posts,pants-fire
670,Maria Briceño,"Kamala Harris “descubierta usando unos zarcillos con audífonos inhalambricos, para que le soplaran las respuestas durante el debate contra Donald Trump”.","12, September 2024",X posts,pants-fire
671,Ciara O'Rourke,“Elon Musk to fund new anti-woke show featuring Tucker Carlson.”,"12, September 2024",Viral image,false
672,Grace Abels,"Video shows Tim Walz “falsely claims that being gay in Nebraska is ‘illegal’""","11, September 2024",Instagram posts,false
673,Loreben Tuquero,"Vice President Kamala Harris wore NOVA H1 audio earrings in the Sept. 10, 2024, presidential debate.","11, September 2024",Social Media,pants-fire
674,Sara Swann,"“As of today, there is not one member of the United States military who is in active duty in a combat zone, in any war zone around the world, for the first time this century.”","11, September 2024",Kamala Harris,barely-true
675,Jeff Cercone,"""Dallas County Texas (tells) election workers to (illegally) lie on registration & use a church address to register homeless people to vote!”","11, September 2024",X posts,pants-fire
676,Sara Swann,CNN reported that the Apalachee High School shooting suspect was motivated by a “lack of trans acceptance.”,"11, September 2024",Instagram posts,false
677,Ciara O'Rourke,Image shows “Michelle Obama’s necklace from DNC speech” said “Mike.”,"11, September 2024",Viral image,pants-fire
678,Jeff Cercone,"""In Springfield (Ohio), they're eating the dogs, the people that came in, they're eating the cats. They're eating, they're eating the pets of the people that live there.”","11, September 2024",Donald Trump,pants-fire
679,Jeff Cercone,"Haitian immigrants are eating pets and wildlife in Springfield, Ohio.","9, September 2024",Social Media,false
680,Loreben Tuquero,"The Hells Angels Motorcycle Club is on the way to Aurora, Colorado, to confront a Venezuelan gang.","9, September 2024",Social Media,false
681,Grace Abels,Donald Trump “took away protections against discrimination for LGBTQ patients under the Affordable Care Act.”,"9, September 2024",Kamala Harris,mostly-true
682,Seth A.,"“Sen. Jacky Rosen voted to increase taxes on families making less than $75,000 a year.”","September • 9,",One Nation,barely-true
683,Maria Briceño,"""La nueva ley de condonación elimina $15,000 de la deuda de tarjetas de crédito para todos los estadounidenses"".","9, September 2024",Facebook posts,false
684,Sofia Ahmed,“Un grupo de 32 venezolanos armados tomaron esta noche un edificio de apartamentos en Chicago”.,"9, September 2024",X posts,false
685,Louis Jacobson,"Vice President Kamala Harris “cast the tiebreaking votes that caused the worst inflation in American history, costing a typical American family $28,000.”","8, September 2024",Donald Trump,barely-true
686,Caleb McCullough,Elissa Slotkin “gave your hard-earned tax money to illegal immigrants.”,"6, September 2024",National Republican Senatorial Committee,false
687,Sara Swann,Video shows Democratic vice presidential candidate Tim Walz dancing to Beyoncé in a cowboy hat and crop top.,"6, September 2024",Instagram posts,false
688,Sofia Ahmed,A group of 32 armed Venezuelans took over an apartment building in Chicago.,"6, September 2024",X posts,false
689,Sofia Ahmed,"""Kamala Harris aboga por censurar X en Estados Unidos al estilo de Brasil si es elegida presidenta en noviembre”.","6, September 2024",Instagram posts,false
690,Samantha Putterman,Project 2025 would defund K-12 schools.,"6, September 2024",Kamala Harris,half-true
691,Ciara O'Rourke,"“The entire family of Kamala Harris’ running mate, Tim Walz—they are all supporting Donald Trump.”","6, September 2024",Viral image,false
692,Paul Specht,“Mark Robinson skips Board of Education vote on teacher bonuses to hold campaign event.”,"6, September 2024",Josh Stein,barely-true
693,Ciara O'Rourke,An image shows the social media profile of the accused suspect in the Apalachee High School shooting.,"5, September 2024",Viral image,false
694,Sara Swann,McDonald’s “said they have no record whatsoever of Kamala Harris ever working at any of their locations.”,"5, September 2024",Social Media,false
695,Loreben Tuquero,“BREAKING: Apalachee High School shooter has been identified as non-binary trans girl Samantha Hyde.”,"5, September 2024",X posts,pants-fire
696,Sofia Ahmed,“Kamala Harris said she will shut down X if elected.”,"5, September 2024",Instagram posts,false
697,Ciara O'Rourke,“In less than 48 hours the United States government is shutting down for good.”,"5, September 2024",Viral image,pants-fire
698,Ciara O'Rourke,"Photo shows a child “saved” by Deputy Ryan Braidley in Elko County, Nevada.","5, September 2024",Facebook posts,false
699,Grace Abels,"“The transgender thing is incredible... your kid goes to school and comes home a few days later with an operation. The school decides what’s going to happen with your child.""","5, September 2024",Donald Trump,pants-fire
700,Marta Campabadal,"El expresidente Donald Trump “tiene la intención de promulgar lo que, en efecto, es un impuesto nacional sobre las ventas…que elevaría los precios para las familias de clase media a casi $4,000 al año”.","September • 5,",Kamala Harris,half-true
701,Madison Czopek,"On June 7, 2011, Kamala Harris was involved in a San Francisco hit-and-run crash that injured a woman named Alicia Brown.","5, September 2024",X posts,pants-fire
702,Ciara O'Rourke,Photo shows Vice President Kamala Harris “in the 90s.”,"4, September 2024",Threads posts,false
703,Louis Jacobson,“There’s been a 43% increase in violent crimes since I left office.”,"4, September 2024",Donald Trump,barely-true
704,Sofia Ahmed,NFL’s Philadelphia Eagles endorsed Kamala Harris for president.,"4, September 2024",Instagram posts,false
705,Amy Sherman,"A zero-tolerance policy during the Trump administration ""led to less family separation than under Kamala Harris' border policies.”","4, September 2024",JD Vance,false
706,Madison Czopek,"“BREAKING: Illegal Aliens in San Diego, California, tried to hijack 2 school buses filled with children.”","4, September 2024",Social Media,false
707,Loreben Tuquero,“Melania Trump just filed for divorce MINUTES ago in Palm Beach.”,"4, September 2024",Threads posts,pants-fire
708,Amy Sherman,Vice President Kamala Harris “is a communist. … She is really a Marxist.”,"4, September 2024",Donald Trump,pants-fire
709,Sara Swann,Vice President Kamala Harris was fired from McDonald’s for stealing.,"4, September 2024",Facebook posts,pants-fire
710,Kwasi Gyamfi,Image claims Tiger Woods said “Kamala's fake black accent is embarrassing and extremely offensive.”,"September • 4,",Instagram posts,pants-fire
711,Seth A.,"U.S. Sen. Sherrod Brown voted to “give illegals taxpayer funded stimulus checks, health care, even Social Security.""","September • 4,",Bernie Moreno,false
712,Sara Swann,"Four government agencies donated nearly $900,000 of taxpayer money to Kamala Harris’ presidential campaign.","3, September 2024",Instagram posts,false
713,Sofia Ahmed,Nine Americans died from a listeria outbreak after Boar’s Head brand meat prioritized hiring “refugees” in Virginia.,"3, September 2024",X posts,false
714,Caleb McCullough,Rep. Elissa Slotkin “voted recently to let illegals vote in U.S. elections.”,"3, September 2024",Mike Rogers,false
715,Sofia Ahmed,California S.B. 1174 eliminates the requirement for voter ID at polling places.,"30, August 2024",Instagram posts,barely-true
716,Loreben Tuquero,President Joe Biden “did a campaign ad at the graves in Arlington in 2020.”,"30, August 2024",X posts,barely-true
717,Kwasi Gyamfi,"Video shows “Kamala Harris describing how she can ruin lives with the 'swipe of a pen.’""","August • 30,",X posts,false
718,Sara Swann,Kamala Harris’ “plan to tax unrecognized Capital Gains mean(s) if your house goes up in value you will have to pay that Tax Even if you don’t sell your House!”,"30, August 2024",Facebook posts,barely-true
719,Madison Czopek,“There’s no such thing as menopause.”,"30, August 2024",Facebook posts,pants-fire
720,Caleb McCullough,"“Hollywood actor Kurt Russell just said: ‘It is now proven, beyond a shadow of a doubt that Kamala Harris and Joe Biden CHEATED in the 2020 election with mail-in ballots.’”","30, August 2024",Instagram posts,false
721,Louis Jacobson,"Former President Donald Trump ""intends to enact what, in effect, is a national sales tax ... that would raise prices on middle-class families by almost $4,000 a year.""","30, August 2024",Kamala Harris,half-true
722,Ciara O'Rourke,“Kurt Russell forms a new non-woke actors alliance with Roseanne Barr and Tim Allen.”,"30, August 2024",Viral image,false
723,Ciara O'Rourke,Photo of former President Donald Trump after an assassination attempt was generated by artificial intelligence.,"30, August 2024",Viral image,false
724,Ciara O'Rourke,"C-SPAN captions for a JD Vance speech said, “Single person clapping.”","30, August 2024",X posts,false
725,Samantha Putterman,"“JD Vance actually sent a letter last year to the Department of Justice saying, ‘enforce the Comstock Act.’”","30, August 2024",Elizabeth Warren,true
726,Maria Briceño,"El director general de la Organización Mundial de la Salud ""dice que ya no es emergencia sanitaria la viruela del mono"" en 2024.","30, August 2024",Instagram posts,false
727,Marta Campabadal,"El Dr. Juan Rivera lanza ""una pastilla revolucionaria"" para curar la diabetes.","August • 30,",Facebook posts,pants-fire
728,Loreben Tuquero,Image shows Fox Business graphic titled  “Tim Walz’s Communist Agenda.”,"30, August 2024",Facebook posts,false
729,Samantha Putterman,"The proposal to put golf courses, hotels in Florida state parks “was something that was leaked. … a lot of that stuff was half-baked and was not ready for prime time.”","29, August 2024",Ron DeSantis,barely-true
730,Samantha Putterman,"“This month alone, more than 16,000 non-citizens have been removed from the voter rolls in 3 states.”","29, August 2024",Rick Scott,half-true
731,Marta Campabadal,"Un video muestra un helicóptero distribuyendo “mosquitos genéticos en Massachusetts, Estados Unidos”.","August • 29,",X posts,false
732,Ciara O'Rourke,Video shows a CNN segment about “veterans cancelling their auto insurance.”,"29, August 2024",Viral image,false
733,Ciara O'Rourke,Video shows buildings crumbling because of an “earthquake in Taiwan.”,"29, August 2024",Viral image,false
734,Madison Czopek,World Economic Forum “document confirms 6 billion humans will die in 2025.”,"29, August 2024",Instagram posts,pants-fire
735,Kwasi Gyamfi,Video shows Jordan Peterson making disparaging remarks about Chinese food,"August • 29,",Facebook posts,pants-fire
736,Sabine Martin,Ruben Gallego wants to “cut your Social Security.”,"29, August 2024",Kari Lake,false
737,Jeff Cercone,Charlie Kirk X post about iPhone storage reveals his top app is Grindr.,"29, August 2024",Threads posts,pants-fire
738,Grace Abels,Kamala Harris “wants to forcibly compel doctors and nurses against their will to give chemical castration drugs to young children.”,"29, August 2024",Donald Trump,false
739,Louis Jacobson,"“Anything that you lose on the tariff from the perspective of the consumer, you gain in higher wages, so you're ultimately much better off.”","29, August 2024",JD Vance,false
740,Caleb McCullough,Sen. Bob Casey “voted to sell American oil to China.”,"28, August 2024",Dave McCormick,false
741,Caleb McCullough,Rep. Elissa Slotkin’s vote for the 2022 Inflation Reduction Act was a vote to “cut Medicare benefits for seniors.”,"28, August 2024",Mike Rogers,false
742,Maria Briceño,Videos muestran a Kamala Harris ebria.,"28, August 2024",Social Media,false
743,Paul Specht,The order of candidate names on North Carolina’s ballot shows a “clear attempt at voter manipulation.”,"28, August 2024",X posts,false
744,Ciara O'Rourke,“Colin Kaepernick 'screams' as Coach Kyle Shanahan denies his return request: 'The kneeling symbol has no chance of coming back.’”,"28, August 2024",Facebook posts,false
745,Ciara O'Rourke,"Beyoncé and Taylor Swift announced a “big endorsement concert” and said, “No more silence, before it’s too late, our voice must be heard now!”","28, August 2024",Facebook posts,false
746,Ciara O'Rourke,“Breaking: WNBA referees disqualify players under league’s new ‘no anthem kneeling’ rule.”,"28, August 2024",Viral image,false
747,Madison Czopek,“Prices are up because these corporations are scheming to drive them up.”,"28, August 2024",Bob Casey,barely-true
748,Sofia Ahmed,Gov. Tim Walz insulted Ann Coulter’s romantic history after she called his son “weird.”,"28, August 2024",Threads posts,false
749,Jeff Cercone,Video shows helicopter “dropping millions” of mosquitoes in Massachusetts towns hit by eastern equine encephalitis virus.,"28, August 2024",Instagram posts,false
750,Amy Sherman,"“Kamala cast the tiebreaking vote to hire 87,000 new IRS agents to go after your tip income.”","28, August 2024",Donald Trump,false
751,Grace Abels,Minnesota Gov. Tim Walz signed a law that would “take children away from their parents if the parents don’t want to consent to sex changes.”,"27, August 2024",JD Vance,false
752,Sofia Ahmed,Donald Trump posted on Truth Social that Kamala Harris used to be a man named Kamal Aroush.,"27, August 2024",Threads posts,false
753,Jeff Cercone,Food and Drug Administration approval for updated COVID-19 vaccines requires a public health emergency declaration.,"27, August 2024",Jeffrey Barke,false
754,Laura Schulte,"In Wisconsin, “a legislative committee cannot release funding.”","27, August 2024",Jesse James,barely-true
755,Ciara O'Rourke,“Nike announces termination of contract with Brittney Griner after ‘strong backlash’ from online community.”,"27, August 2024",Facebook posts,false
756,Loreben Tuquero,"Lowe’s CEO Marvin Ellison said on CNBC, “If conservatives do not like our values, they should take their money to Home Depot.”","26, August 2024",Threads posts,pants-fire
757,Ciara O'Rourke,“All students who knelt during the national anthem were rounded up and removed from scholarships” at the University of Texas.,"26, August 2024",Facebook posts,false
758,Sara Swann,Kamala Harris has adopted the Nazi-rooted phrase “Strength Through Joy” as her campaign slogan.,"26, August 2024",Instagram posts,false
759,Sofia Ahmed,Jason Aldean rejected a $500 million music collaboration with Taylor Swift.,"26, August 2024",Facebook posts,false
760,Marta Campabadal,"“Elon Musk pide la prohibición de ‘The View’, ‘prefiero caminar descalzo sobre asfalto caliente que ver The View’”.","August • 26,",Facebook posts,false
761,Maria Briceño,“Mark Wahlberg y Mel Gibson invierten 500 millones de dólares para el primer estudio de producción de la industria centrado en los valores tradicionales”.,"26, August 2024",Facebook posts,false
762,Ricardo Torres,"Says U.S. Sen. Tammy Baldwin ""believes taxpayer dollars should be used for abortion.""","26, August 2024",Bryan Steil,half-true
763,Sofia Ahmed,Maxine Waters told her followers on X not to follow Omar Navarro because he is a “Hispanic Republican.”,"23, August 2024",Instagram posts,pants-fire
764,Seth A.,Jacky Rosen “said ending taxes on tips would ‘hurt working Nevada families.’”,"August • 23,",Sam Brown,false
765,Caleb McCullough,"Mike Rogers “left Michigan to trade on his D.C. connections, helping Chinese tech companies get access to the U.S.”","23, August 2024",Elissa Slotkin,false
766,Louis Jacobson,“The Harris-Biden Administration has been caught fraudulently manipulating Job Statistics.”,"23, August 2024",Donald Trump,pants-fire
767,Sofia Ahmed,Pallets of bricks were left all over the streets of Chicago before the Democratic National Convention.,"23, August 2024",X posts,false
768,Laura Schulte,Says U.S. Sen. Tammy Baldwin “has done absolutely nothing” about the fentanyl crisis.,"22, August 2024",Eric Hovde,false
769,Jeff Cercone,Videos show Kamala Harris intoxicated.,"22, August 2024",Social Media,false
770,Ciara O'Rourke,Video shows former President Donald Trump thought he was in North Carolina while he spoke in Pennsylvania.,"22, August 2024",Viral image,false
771,Sofia Ahmed,The Democratic National Convention was “nearly empty” during its first day.,"22, August 2024",Threads posts,false
772,Madison Czopek,"“Kamala Harris wants to give $25,000 to illegal aliens to buy American homes.”","22, August 2024",JD Vance,false
773,Ciara O'Rourke,“PA Gov Josh Shapiro isn’t attending the DNC at all.”,"21, August 2024",Viral image,false
774,Kwasi Gyamfi,"Trump said “you used to be able to get cereal for 20, 30 bucks a pound.”","August • 21,",Threads posts,false
775,Sabine Martin,"Photo shows “domestic Antifa are already gathering in Chicago, to create chaos during the Harris-Walz DNC.”","21, August 2024",X posts,false
776,Ciara O'Rourke,“Travis Kelce kneels during national anthem fined $10 million and thrown out of the game.”,"21, August 2024",Viral image,false
777,Sofia Ahmed,The American flag is missing from the Democratic National Convention in Chicago.,"21, August 2024",X posts,false
778,Amy Sherman,Former President Donald Trump “cut overtime benefits for millions of workers.”,"20, August 2024",Tim Walz,barely-true
779,Grace Abels,“Women don't even get their own restroom at the DNC convention.”,"20, August 2024",X posts,pants-fire
780,Caleb McCullough,Photo shows “pallets or containers of bricks have been found near locations designated for protests related to the Democratic National Convention”,"20, August 2024",X posts,false
781,Ciara O'Rourke,Democrats dyed the “Chicago River red to celebrate abortion.”,"20, August 2024",X posts,pants-fire
782,Sofia Ahmed,The World Health Organization ordered governments to prepare for “mega lockdown” because of an mpox strain.,"20, August 2024",Instagram posts,false
783,Kwasi Gyamfi,A video shows “triggered Kamala Harris walks out on Charlamagne Tha God after he exposed Joe Biden’s dementia.”,"August • 19,",Donald Trump Jr.,false
784,Jeff Cercone,California law lets you “rob a store as long as it’s not more than $950” and “not get charged.” Kamala Harris “did that.”,"19, August 2024",Donald Trump,false
785,Ciara O'Rourke,"Actor Mel Gibson told talk show host Oprah Winfrey, “You sell children!”","19, August 2024",Facebook posts,pants-fire
786,Seth A.,Sam Brown “said abortion should be banned without any exceptions for rape or incest.”,"August • 19,",Jacky Rosen,half-true
787,Madison Czopek,“The NFL will now use facial recognition at every stadium to verify the identity of everyone at the game.”,"16, August 2024",Instagram posts,false
788,Maria Briceño,Kamala Harris y Tim Walz se tomaron una foto con un cartel comunista.,"16, August 2024",Facebook posts,pants-fire
789,Loreben Tuquero,A 15-year-old named “Graci Mae Thompson” is missing.,"16, August 2024",Facebook posts,false
790,Sofia Ahmed,Candace Owens will host an ABC morning show that will replace “The View.”,"16, August 2024",Facebook posts,false
791,Grace Abels,JD Vance holds “anti-marriage-equality views.”,"16, August 2024",Pete Buttigieg,half-true
792,Marta Campabadal,El senador Rick Scott no apoya las excepciones al aborto.,"August • 16,",Debbie Mucarsel-Powell,false
793,Sara Swann,Minnesota Gov. Tim Walz signed a bill “redefining ‘sexual orientation’ to include pedophiles.”,"16, August 2024",Social Media,false
794,Amy Sherman,Gov. Tim Walz delivered paid family leave in Minnesota but “Republicans are blocking” a Biden-Harris proposal.,"16, August 2024",Pete Buttigieg,mostly-true
795,Caleb McCullough,“Bob Casey and Kamala Harris want to BAN fracking.”,"16, August 2024",Dave McCormick,false
796,Jacob Gardenswartz,"“We’re losing 300,000 people a year to fentanyl that comes through our border. We had it down to the lowest number and now it’s worse than it’s ever been.”","16, August 2024",Donald Trump,pants-fire
797,Sofia Ahmed,Kamala Harris voted in favor of passing a law in 2022 to tax tips.,"15, August 2024",Instagram posts,false
798,Madison Czopek,"Dr. Leo Ferreira, a cancer researcher shown in a video clip, was on the plane that crashed in Brazil on Aug. 9.","15, August 2024",Facebook posts,false
799,Jeff Cercone,"Videos of media talking about Tim Walz as a ""happy warrior"" are proof of government propaganda legalized by Barack Obama.","15, August 2024",Instagram posts,false
800,Ciara O'Rourke,"Says Elon Musk posted on X, “Any harassment of Trump supporters using the term ‘weird’ will be punished.”","15, August 2024",Viral image,false
801,Sara Swann,Photo from an Aug. 14 campaign event in Michigan shows “JD Vance couldn’t fill a small room.”,"15, August 2024",X posts,false
802,Jeff Cercone,Video shows Boston Red Sox player Jarren Duran getting a “MASSIVE” ovation after his two-game suspension for homophobic slur.,"15, August 2024",TikTok posts,pants-fire
803,Caleb McCullough,Republican Senate candidate Dave McCormick “wants to outlaw abortions.”,"15, August 2024",Democratic Senatorial Campaign Committee,barely-true
804,Maria Briceño,"“Elon Musk has announced his first robot girlfriend, with artificial intelligence.”","15, August 2024",Facebook posts,false
805,Jacob Gardenswartz,"“Vice President, Kamala Harris cast the tie-breaking vote to cut, as you know, Medicare by $273 billion. She cast a vote to cut Medicare.”","15, August 2024",Donald Trump,false
806,Marta Campabadal,Sen. Rick Scott does not support abortion exceptions.,"August • 14,",Debbie Mucarsel-Powell,false
807,Maria Briceño,"""Elon Musk anuncia su primera novia (un robot con inteligencia artificial)"".","14, August 2024",Instagram posts,false
808,Sofia Ahmed,Kamala Harris posted about banning Barron Trump’s friend from X because he wore a “Biden Loves Minors” shirt.,"14, August 2024",Instagram posts,false
809,Ciara O'Rourke,Video shows former President Donald Trump freezing up.,"14, August 2024",Threads posts,false
810,Maria Briceño,"Video muestra policías entrando en una casa en Inglaterra ""por comentarios en redes sociales"".","14, August 2024",Instagram posts,false
811,Jeff Cercone,"“During Covid, Tim Walz rationed access to monoclonal antibody treatments based on skin color.”","14, August 2024",Charlie Kirk,barely-true
812,Kwasi Gyamfi,"JD Vance “literally wrote the foreword for the architect of the Project 2025 agenda.""","August • 14,",Tim Walz,true
813,Madison Czopek,Minnesota Gov. Tim Walz “forced schools to stock tampons in boys’ bathrooms.”,"13, August 2024",Jesse Watters,barely-true
814,Sofia Ahmed,Craigslist ad shows “every single person” at Kamala Harris’ Arizona rally was paid.,"13, August 2024",Instagram posts,false
815,Madison Czopek,Photo of Kamala Harris’ Aug. 7 rally near Detroit was AI-generated and “there was nobody there.” Attendees pictured “didn’t exist.”,"12, August 2024",Donald Trump,pants-fire
816,Jeff Cercone,"Says Tim Walz said he carried weapons in war, but “he has not spent a day in a combat zone.”","12, August 2024",JD Vance,true
817,Maria Briceño,"El gobernador de Minnesota, Tim Walz, firmó una ley dando educación universitaria gratuita “a los inmigrantes ilegales”.","12, August 2024",Lindsey Graham,mostly-true
818,Maria Ramirez,“I went down in a helicopter with (Willie Brown). We thought maybe this is the end. We were in a helicopter going to a certain location together and there was an emergency landing.”,"August • 9,",Donald Trump,pants-fire
819,Ciara O'Rourke,Says Minnesota Gov. Tim Walz had his stomach pumped “after overingesting horse semen.”,"9, August 2024",Viral image,pants-fire
820,Ciara O'Rourke,Photo shows former President Donald Trump “asleep at the 2017 NATO summit.”,"9, August 2024",Viral image,false
821,Ciara O'Rourke,“Mike Tyson says he’s willing to box Olympic DUDE with all proceeds to go to a battered women’s charity.”,"9, August 2024",Threads posts,false
822,Louis Jacobson,"Says his Jan. 6, 2021, speech on the White House Ellipse drew the “same number of people,” as the 1963 March on Washington where  Martin Luther King Jr. gave his “I Have a Dream” speech.","9, August 2024",Donald Trump,false
823,Ciara O'Rourke,“Caitlin Clark declines $1 million offer from ABC to appear on ‘The View.’”,"9, August 2024",Facebook posts,false
824,Kwasi Gyamfi,Image shows Hitler in similar scene as Trump.,"August • 9,",Threads posts,false
825,Maria Briceño,"""Tim Walz firmó una ley para dar licencia de conducir a inmigrantes ilegales en Minnesota"".","9, August 2024",Byron Donalds,true
826,Louis Jacobson,"""El crimen violento aumentó bajo Donald Trump"".","9, August 2024",Tim Walz,half-true
827,Maria Briceño,"""Tim Walz signed into law driver's licenses for illegal immigrants in Minnesota.""","9, August 2024",Byron Donalds,true
828,Maria Ramirez,Minnesota Gov. Tim Walz signed “legislation giving free college … to illegal immigrants.”,"August • 9,",Lindsey Graham,mostly-true
829,Sara Swann,"“When Tim Walz was asked by his country to go to Iraq, do you know what he did? He dropped out of the Army and allowed his unit to go without him.”","9, August 2024",JD Vance,barely-true
830,Samantha Putterman,"“In 2021, Minnesotans were roughly five times more likely to move to Florida than vice versa” because they were “fleeing” the state under Democratic Gov. Tim Walz.","8, August 2024",Ron DeSantis,half-true
831,Marta Campabadal,"A plane crashed into the Milad Tower, July 31, 2024.","August • 8,",Facebook posts,false
832,Maria Briceño,"""Actornautas aparecen en los videos de la NASA desde hace años mostrando el set de filmación en el supuesto alunizaje”.","8, August 2024",Facebook posts,false
833,Maria Ramirez,"In negotiating releases of Americans held abroad, “(I) gave the opposing country NOTHING — and never any cash.”","August • 7,",Donald Trump,barely-true
